N,P,K,temperature,humidity,ph,rainfall,label
94.44,51.87,82.47,29.02,83.15,6.38,97.61,turmeric
91.79,38.08,58.82,15.97,68.02,7.13,47.78,spinach
14.55,57.3,19.75,29.8,87.38,6.47,47.21,mungbean
28.69,59.69,13.56,19.4,30.34,6.33,144.83,kidneybeans
92.43,45.35,87.79,16.02,81.65,7.03,66.53,cabbage
88.72,18.87,50.37,28.29,91.86,6.45,28.52,muskmelon
39.22,54.85,10.63,27.42,65.93,6.87,63.08,blackgram
90.53,71.94,80.3,16.28,76.65,5.79,50.76,cauliflower
94.77,16.15,35.68,19.53,86.31,4.48,288.24,tea
30.28,37.98,21.31,26.75,62.17,7.52,64.2,mothbeans
99.62,56.32,41.05,27.21,66.2,6.71,84.16,wheat
21.84,73.69,5.84,18.49,19.38,5.41,109.16,kidneybeans
60.82,40.02,69.74,29.94,67.08,5.99,55.81,capsicum
7.16,143.14,195.3,23.35,84.7,5.59,129.44,apple
64.84,33.6,40.13,26.28,72.46,5.81,174.6,pepper
45.35,13.9,36.77,28.58,67.68,6.24,95.7,cashew
89.28,44.68,72.72,32.13,77.25,6.05,193.41,turmeric
78.17,43.11,59.01,25.7,91.96,5.97,238.56,cardamom
121.45,44.52,44.27,28.99,73.11,6.97,94.08,cotton
25.85,44.83,16.35,23.55,90.81,6.37,55.39,mungbean
60.44,46.94,68.54,20.14,70.0,6.29,63.64,onion
102.62,24.91,39.53,22.16,89.27,5.17,199.1,tea
84.74,24.88,61.09,13.82,59.08,6.99,43.08,spinach
57.11,11.12,39.95,28.61,69.98,5.74,118.49,cashew
74.0,58.6,73.26,15.63,67.87,5.41,59.26,potato
84.98,33.16,86.57,26.66,76.62,5.2,136.9,pineapple
16.08,27.49,46.99,26.18,88.38,5.86,86.41,pomegranate
102.71,22.85,60.26,15.06,91.26,4.83,201.17,tea
34.45,46.65,95.13,11.27,63.54,5.99,34.43,carrot
109.32,55.59,61.12,36.52,75.27,5.84,143.35,ginger
45.81,29.04,33.1,28.51,58.73,6.17,34.71,sesame
106.48,24.76,21.36,31.34,91.24,5.36,257.61,rubber
95.2,17.33,56.36,25.87,94.44,6.94,24.14,muskmelon
82.21,46.87,78.01,18.19,66.95,5.41,72.63,potato
136.55,55.79,92.36,33.03,78.69,6.37,157.65,sugarcane
43.26,49.36,22.17,26.57,63.18,6.26,88.04,castor
14.17,141.57,187.99,18.23,80.8,6.13,106.0,apple
40.66,54.67,16.65,30.08,73.16,6.83,62.63,blackgram
44.49,33.47,74.15,22.93,63.73,7.05,49.56,radish
44.19,65.94,24.03,30.51,70.91,7.06,78.18,blackgram
20.66,27.42,49.41,23.14,58.51,5.77,82.92,lemon
34.26,74.31,84.75,16.89,14.52,7.52,72.04,chickpea
93.94,47.76,41.77,28.76,72.82,5.91,175.91,turmeric
57.3,61.54,57.37,28.15,73.66,6.47,73.08,capsicum
59.53,61.5,46.54,23.35,43.74,6.73,46.74,mustard
20.42,28.65,33.05,22.47,77.86,6.13,59.77,grapes
20.02,15.83,44.51,25.62,81.18,6.19,85.4,pomegranate
104.28,46.97,72.52,31.87,74.29,6.09,187.83,turmeric
18.05,137.42,202.48,23.59,90.68,6.53,100.67,apple
81.36,39.59,38.63,20.66,54.61,5.93,51.03,potato
133.0,55.33,81.97,34.58,78.78,7.0,144.4,sugarcane
116.48,44.4,67.81,23.0,83.38,5.9,38.14,cauliflower
55.02,31.69,39.65,32.27,44.58,6.02,50.15,castor
116.89,35.64,41.55,21.82,83.8,6.83,86.27,cotton
51.81,32.5,56.96,29.19,54.06,6.73,94.11,guava
67.04,39.9,51.92,26.12,90.84,5.61,230.39,cardamom
21.91,124.26,186.92,27.58,92.72,5.77,113.39,apple
56.37,54.88,38.6,25.7,54.62,7.26,45.94,mustard
72.41,51.25,89.22,17.08,63.15,5.47,40.76,potato
116.33,29.72,34.4,26.3,52.84,7.07,164.25,coffee
47.12,38.07,56.81,32.34,70.71,6.5,77.21,chilli
44.2,26.04,41.16,24.46,44.27,6.5,75.72,coriander
48.51,48.34,49.88,20.86,73.26,6.52,63.92,capsicum
46.89,55.41,24.21,31.08,62.88,6.58,62.88,sesame
90.59,47.8,39.9,21.06,73.96,7.0,157.72,jute
61.11,47.89,27.04,26.47,50.97,6.37,30.35,castor
84.95,44.05,88.93,13.61,70.39,6.48,60.77,cabbage
54.31,29.55,30.85,15.62,68.48,6.72,44.72,coriander
67.56,23.75,40.59,23.59,98.3,5.41,267.22,rubber
116.68,41.64,79.31,15.69,59.42,6.65,31.97,spinach
90.07,55.98,70.63,28.92,88.03,5.86,172.44,ginger
31.38,21.53,24.43,32.23,49.1,5.94,33.81,sesame
39.68,54.02,65.98,18.03,54.71,6.63,22.58,radish
16.1,134.57,186.74,19.12,88.17,5.55,100.53,apple
45.23,115.75,137.81,15.68,97.9,5.48,60.74,strawberry
83.22,45.41,79.74,20.96,64.39,6.86,56.19,cabbage
90.3,29.08,27.27,24.09,51.76,6.61,176.37,coffee
30.62,55.8,19.25,27.91,57.54,5.89,154.57,pigeonpeas
100.59,7.26,46.47,30.31,83.16,6.27,55.24,watermelon
45.46,62.87,58.67,24.01,52.37,6.88,57.07,sunflower
61.84,30.5,33.19,25.26,83.3,5.54,195.22,rubber
128.94,37.69,60.75,14.88,53.04,6.9,55.44,spinach
25.23,58.65,47.61,29.9,60.72,7.03,83.56,groundnut
24.34,28.5,41.14,25.89,69.12,6.29,90.1,lemon
44.03,45.68,122.19,23.73,84.18,5.54,84.05,sweet_potato
13.5,89.13,19.89,26.41,49.3,5.63,150.68,pigeonpeas
91.49,54.78,69.56,28.68,72.06,5.38,144.81,turmeric
28.56,65.21,21.41,24.43,55.07,5.4,180.18,pigeonpeas
51.88,38.38,59.68,20.32,59.38,6.92,20.62,sunflower
24.22,16.21,50.94,22.19,91.48,6.27,90.89,pomegranate
22.58,131.73,205.0,26.28,92.41,5.78,109.54,apple
22.36,24.57,29.67,21.67,88.87,6.09,90.85,pomegranate
18.22,20.16,34.35,23.43,93.84,5.88,131.23,coconut
100.22,102.02,35.84,24.84,82.34,5.78,74.86,banana
100.63,32.22,76.49,27.47,94.74,5.86,177.25,turmeric
101.14,48.67,48.08,20.05,84.23,6.6,68.02,wheat
23.94,50.99,16.13,27.69,79.73,6.52,65.89,mungbean
34.24,31.63,38.34,22.16,60.77,7.43,37.42,cumin
38.84,36.52,36.6,32.6,51.26,5.95,26.51,castor
25.87,52.31,106.39,30.85,89.75,6.03,75.65,sweet_potato
34.08,65.55,17.82,27.1,51.93,7.19,72.37,blackgram
99.43,56.65,43.94,23.27,73.41,7.44,81.2,wheat
55.71,52.62,57.84,25.95,59.86,6.53,51.84,sunflower
48.82,21.64,23.77,23.09,54.97,7.05,27.34,cumin
50.51,31.86,41.49,20.12,48.31,7.15,22.94,cumin
15.1,41.84,23.48,26.09,29.69,7.09,51.93,mothbeans
36.8,30.37,46.24,25.69,58.74,6.75,96.91,guava
111.69,47.49,89.59,27.83,90.14,5.37,135.07,pineapple
49.94,19.58,29.45,34.95,76.94,5.81,90.58,cashew
18.98,58.93,13.11,21.89,61.37,7.96,55.62,lentil
41.44,71.52,10.91,34.96,54.77,7.05,81.65,blackgram
12.02,54.11,36.79,28.26,55.39,6.15,85.36,soybean
77.66,43.39,28.22,22.96,79.75,6.3,214.4,rice
53.73,60.71,54.19,18.56,84.63,6.18,51.87,capsicum
117.2,55.4,93.49,13.87,69.99,6.83,62.94,cabbage
51.87,54.86,52.61,16.22,73.72,6.9,64.49,garlic
77.08,60.18,87.91,18.85,76.89,5.84,33.68,potato
51.54,41.47,30.03,23.7,53.31,5.96,53.53,castor
77.93,77.64,90.35,22.11,58.01,6.42,88.71,tobacco
16.19,64.62,51.11,28.75,56.7,6.62,86.18,groundnut
42.15,47.48,51.39,27.62,62.82,7.06,47.02,sunflower
21.3,13.91,12.16,20.7,95.01,6.95,109.82,orange
107.3,75.49,59.76,24.41,81.32,6.91,116.68,banana
85.22,49.61,51.96,13.94,70.4,6.16,44.73,cauliflower
13.65,66.35,11.14,24.78,50.49,5.57,145.49,pigeonpeas
140.0,43.55,71.79,28.39,83.41,6.72,152.33,sugarcane
130.96,45.97,89.38,32.42,92.78,6.73,196.17,sugarcane
33.9,18.59,36.14,33.05,69.95,5.8,127.67,cashew
49.03,53.44,14.11,32.43,71.84,6.84,72.53,blackgram
24.63,21.76,15.16,25.61,93.05,6.03,186.07,coconut
110.53,42.41,50.03,29.18,93.48,5.95,127.05,ginger
17.36,64.67,58.72,30.4,61.48,7.09,78.01,groundnut
36.26,56.55,39.21,16.42,64.16,6.97,57.84,coriander
125.99,90.6,60.3,29.33,88.73,6.15,116.37,banana
18.06,64.85,12.4,22.0,65.27,7.1,45.48,lentil
95.56,50.39,57.66,29.62,88.01,5.96,153.05,ginger
36.71,42.97,61.04,30.38,56.73,6.68,108.56,guava
97.18,64.69,91.03,26.76,72.38,5.98,79.54,tobacco
61.89,37.63,39.99,24.19,75.12,6.53,50.73,tomato
67.34,19.66,36.9,27.26,71.14,6.34,107.81,cashew
51.33,53.64,46.83,30.9,58.83,6.84,41.07,sunflower
37.0,14.25,30.93,33.11,60.76,5.92,90.12,cashew
47.34,48.6,54.39,30.33,78.48,6.1,98.68,chilli
17.09,85.98,16.89,24.99,46.16,5.5,155.15,pigeonpeas
78.01,54.59,109.09,17.73,70.28,5.03,63.52,potato
43.95,45.48,23.68,33.22,51.64,6.71,44.09,sesame
48.39,71.03,40.66,34.18,90.06,6.83,125.58,papaya
15.94,70.7,19.2,28.14,38.67,5.63,155.76,pigeonpeas
86.53,50.74,73.39,24.3,69.01,6.03,161.41,turmeric
83.66,33.89,74.46,20.57,81.07,5.09,158.95,pineapple
92.46,59.98,77.01,18.65,67.15,6.56,69.7,cabbage
23.82,54.65,24.2,32.86,89.21,5.98,60.68,mungbean
78.91,29.26,42.52,24.83,88.56,5.47,257.31,rubber
97.95,14.24,56.55,28.94,81.56,6.71,51.94,watermelon
69.95,36.0,53.29,22.84,72.49,6.67,56.12,onion
90.51,60.21,41.18,20.35,78.14,7.17,75.35,wheat
80.31,54.17,42.4,21.07,71.43,6.31,92.81,capsicum
18.38,142.51,175.17,19.58,96.46,5.6,110.59,apple
62.56,46.6,62.25,24.76,59.96,6.42,64.36,chilli
31.47,48.03,48.17,24.04,70.43,6.11,173.36,pepper
69.53,33.18,64.1,23.3,66.18,7.25,54.76,sunflower
83.3,54.67,67.16,25.18,59.69,6.38,67.26,tobacco
91.06,31.82,40.69,31.09,74.75,5.9,141.19,ginger
58.87,59.2,57.95,31.37,94.55,6.06,171.89,papaya
24.52,70.39,17.24,29.99,57.03,6.02,134.76,pigeonpeas
63.41,58.09,50.77,33.29,85.03,7.02,156.1,papaya
123.8,47.63,39.96,27.59,74.27,6.83,92.03,cotton
103.48,40.77,45.77,22.36,58.97,6.76,81.84,wheat
98.35,33.66,57.48,18.47,65.79,7.14,35.98,spinach
90.61,41.32,51.3,15.26,56.24,6.86,40.99,spinach
52.51,27.33,45.49,28.72,83.13,5.91,163.6,pepper
55.66,45.24,56.32,28.76,60.47,6.49,80.79,chilli
29.29,74.93,17.56,23.05,74.62,6.96,32.85,lentil
41.77,51.21,48.63,24.45,62.76,6.64,83.76,tomato
104.3,54.2,44.08,21.79,65.84,6.92,90.9,wheat
106.15,78.38,47.15,31.51,81.73,5.61,101.57,banana
51.81,39.3,25.53,29.91,51.05,6.74,36.05,sesame
17.04,54.54,14.03,31.93,49.25,7.02,57.04,mothbeans
40.24,21.34,43.72,22.75,46.64,7.47,20.0,cumin
23.47,41.96,19.42,30.07,50.24,7.22,43.61,mothbeans
41.49,118.37,104.34,10.59,95.75,6.52,39.61,strawberry
30.98,65.09,69.02,18.53,20.84,7.39,96.36,chickpea
45.67,54.69,105.15,15.18,44.76,5.88,55.38,carrot
36.25,22.27,34.98,20.83,34.2,7.01,35.1,cumin
25.68,19.36,55.87,18.72,86.97,5.39,134.45,pomegranate
64.0,61.1,42.79,21.66,60.01,6.74,67.25,onion
85.2,39.69,25.74,24.22,74.33,5.57,138.9,pepper
7.6,18.19,33.33,19.48,93.11,5.77,106.17,pomegranate
39.53,25.5,50.1,25.29,58.19,6.77,80.65,onion
105.66,27.6,28.24,29.17,66.14,6.46,203.46,coffee
13.44,26.95,30.92,33.65,47.7,6.14,58.49,mango
69.87,44.65,34.27,24.36,89.76,6.65,205.28,rice
94.29,49.69,83.89,15.83,82.55,5.94,33.4,cabbage
43.06,50.54,39.51,17.77,68.08,6.85,34.41,mustard
53.65,52.42,66.65,25.08,71.98,6.53,30.97,sunflower
19.57,62.74,22.42,27.32,58.11,6.79,43.38,blackgram
56.01,59.63,67.55,23.19,74.81,6.04,61.64,capsicum
37.72,33.73,29.08,22.5,53.59,7.37,30.79,cumin
11.5,69.24,26.01,24.9,66.26,7.17,46.97,lentil
23.53,56.33,37.06,22.2,75.56,6.6,111.56,soybean
80.34,70.89,70.8,25.26,69.42,5.83,87.76,maize
102.63,39.03,80.67,13.19,63.25,6.81,30.43,spinach
92.75,51.21,89.44,15.44,67.43,5.34,39.85,potato
9.05,70.73,15.93,26.98,48.35,5.41,143.63,pigeonpeas
49.44,33.69,77.25,17.76,61.7,6.31,41.41,carrot
30.17,110.11,205.0,27.18,90.12,5.81,107.43,apple
15.22,20.38,34.97,17.95,97.51,6.19,95.95,pomegranate
31.21,52.8,66.04,14.66,48.48,5.91,33.28,carrot
25.29,18.27,54.2,28.66,66.04,6.57,85.29,lemon
8.61,52.93,17.6,22.36,49.47,6.91,36.02,lentil
82.88,35.25,42.98,27.98,86.38,6.2,205.45,pepper
92.51,56.86,42.0,32.15,72.03,5.86,137.56,ginger
75.89,45.1,58.26,24.03,76.75,6.26,222.67,cardamom
66.97,43.85,61.99,23.15,50.87,6.71,53.67,sunflower
33.03,35.55,46.34,23.48,55.41,7.16,20.0,cumin
17.25,23.83,33.47,32.57,53.88,5.31,91.11,mango
39.53,33.22,41.83,23.29,62.01,7.01,68.2,coriander
90.53,13.43,38.18,28.84,89.99,6.07,20.0,muskmelon
84.09,21.37,39.93,24.78,81.68,4.72,222.67,tea
75.77,35.51,50.09,24.19,83.82,6.04,240.82,pepper
21.29,30.32,32.11,26.86,79.66,5.12,66.31,grapes
79.59,41.97,36.97,23.39,100.0,5.54,181.58,cardamom
94.24,48.03,48.43,24.32,45.0,6.97,83.77,wheat
91.13,10.64,33.56,29.32,87.62,5.03,247.75,rubber
29.73,56.18,18.46,20.19,67.77,6.95,46.95,lentil
115.82,56.86,63.65,32.12,80.01,6.31,153.44,sugarcane
92.32,46.09,82.2,16.43,72.4,5.85,36.61,cauliflower
87.29,51.54,62.89,27.01,77.96,6.03,152.32,turmeric
96.28,81.47,69.17,29.46,76.24,6.86,173.0,sugarcane
36.93,26.22,46.81,25.7,66.52,6.58,90.88,guava
14.8,54.49,46.62,25.41,55.84,7.16,80.62,groundnut
45.47,27.88,47.91,27.2,74.58,6.53,65.78,chilli
102.27,27.48,30.38,25.95,46.19,6.87,179.98,coffee
80.05,45.58,50.13,22.77,77.62,6.37,229.72,rice
59.76,55.07,49.99,23.63,51.38,6.12,73.93,onion
95.15,46.63,92.51,17.62,72.54,6.26,32.45,cabbage
126.02,51.73,56.47,16.51,74.19,5.94,80.44,maize
91.53,37.01,50.74,19.04,81.79,4.91,153.43,tea
55.74,21.9,19.97,29.27,59.28,6.22,31.02,cashew
97.61,4.65,50.96,28.35,82.4,6.3,51.97,watermelon
27.19,145.0,205.0,27.81,92.83,5.89,67.34,apple
41.61,47.65,37.6,18.32,63.62,6.87,20.54,mustard
36.87,63.17,46.4,21.81,65.39,6.55,53.3,sunflower
102.8,16.09,43.73,18.43,88.7,4.85,196.63,tea
16.98,135.18,194.25,15.45,89.48,5.24,106.38,apple
120.08,42.97,83.92,17.97,69.66,6.26,34.16,cabbage
32.98,41.87,44.83,25.81,64.64,6.97,116.6,guava
100.54,71.99,63.52,25.92,84.63,5.93,148.87,banana
117.38,21.64,29.29,22.42,60.59,6.89,144.68,coffee
19.46,119.7,195.25,20.26,99.81,5.25,106.37,apple
125.53,47.9,66.0,15.06,60.15,6.13,68.34,cabbage
133.07,61.52,49.73,24.13,81.35,6.4,83.22,cotton
99.72,18.49,26.64,25.72,100.0,5.64,155.9,rubber
58.88,35.37,42.45,25.78,93.96,5.85,229.92,cardamom
78.81,31.21,84.75,19.11,62.54,6.36,53.79,cabbage
33.64,34.12,58.24,27.92,77.2,6.24,86.67,lemon
140.0,57.16,108.51,30.46,88.99,6.04,189.56,sugarcane
108.4,47.51,49.34,21.91,84.66,6.75,79.53,cotton
24.12,51.01,43.66,29.43,68.14,6.45,73.43,groundnut
37.79,49.48,91.54,30.9,61.18,5.93,102.53,sweet_potato
78.1,28.54,41.8,25.67,76.95,6.01,205.91,pepper
26.89,38.39,24.73,34.23,59.17,6.71,50.86,mothbeans
97.91,35.76,38.78,22.23,72.93,6.41,90.86,maize
111.71,41.24,77.35,16.65,77.19,6.4,28.23,spinach
87.18,30.33,19.24,28.23,87.77,5.14,248.65,rubber
47.07,50.94,48.18,37.44,85.56,6.53,129.73,papaya
56.95,53.18,62.51,25.67,67.63,6.95,57.1,sunflower
68.67,44.4,38.23,27.4,85.58,5.69,233.18,pepper
39.93,30.9,33.01,21.65,49.66,6.16,52.54,tomato
26.96,15.79,32.53,27.4,93.7,5.81,176.99,coconut
54.05,50.07,70.51,24.29,71.08,6.42,53.82,chilli
18.07,55.7,10.24,21.79,18.86,5.96,86.51,kidneybeans
58.39,56.75,48.55,36.83,88.1,6.5,94.62,papaya
18.12,21.22,8.85,21.53,82.58,6.77,96.94,orange
43.23,42.61,52.24,27.05,65.27,6.13,68.01,chilli
115.82,59.38,79.41,18.32,66.54,6.13,36.56,cauliflower
101.87,48.89,26.74,23.96,56.23,6.81,45.69,wheat
21.09,18.26,26.96,28.82,86.89,6.06,178.76,coconut
24.71,19.83,31.85,23.62,79.1,6.11,43.39,grapes
103.63,69.69,98.71,22.49,88.58,6.05,160.95,turmeric
16.56,52.44,23.31,29.97,46.58,7.02,49.58,mothbeans
22.26,18.65,12.12,24.93,89.22,7.03,140.35,orange
78.22,36.88,56.86,25.38,61.17,6.99,51.92,onion
101.03,37.92,69.84,15.51,63.58,7.09,45.79,spinach
32.62,105.09,111.62,12.76,95.28,5.72,55.99,strawberry
102.93,82.7,58.06,25.59,88.32,5.78,111.32,banana
92.9,48.42,46.54,18.76,78.9,6.21,37.43,cauliflower
16.72,45.42,22.7,29.97,58.49,7.09,65.27,mothbeans
64.26,43.15,80.13,23.07,78.69,6.16,30.73,radish
17.86,13.37,33.19,25.5,94.82,5.95,180.58,coconut
106.82,47.47,48.41,16.01,69.42,6.71,69.43,wheat
41.95,47.02,51.13,24.64,71.13,6.08,81.49,chilli
56.41,39.83,48.48,21.0,62.96,6.36,54.15,tomato
107.45,34.73,87.7,23.65,82.89,5.04,128.48,pineapple
16.3,47.25,16.48,31.28,91.82,6.79,59.88,mungbean
51.52,30.22,50.55,25.64,76.44,6.62,98.38,guava
42.54,86.49,111.05,15.18,84.73,5.52,68.98,strawberry
128.1,50.58,65.51,13.46,59.3,6.47,53.46,cauliflower
111.86,51.82,53.54,23.9,57.92,6.67,73.11,maize
55.66,28.03,64.47,21.18,71.31,6.33,49.52,radish
19.88,60.79,48.58,31.78,63.19,6.83,58.12,groundnut
24.53,15.68,11.11,21.78,94.68,7.1,132.76,orange
110.28,66.26,72.04,25.41,79.87,5.86,171.18,ginger
10.96,15.86,16.05,23.76,96.17,6.75,102.14,orange
55.7,48.73,36.09,28.34,68.04,6.49,48.13,castor
39.46,34.35,51.02,19.3,72.14,7.02,79.74,coriander
23.87,42.83,87.03,15.6,66.98,5.61,31.27,carrot
32.99,65.04,12.09,31.59,67.73,7.32,62.21,blackgram
57.82,62.47,59.65,26.67,71.91,6.02,47.13,sunflower
68.85,32.8,24.48,28.31,89.91,5.13,236.37,rubber
71.06,41.32,44.03,29.76,74.8,6.48,134.67,jute
16.08,55.64,9.15,29.27,54.01,6.18,57.71,mothbeans
60.15,33.97,46.59,26.71,82.68,5.88,187.57,pepper
62.21,35.9,56.09,27.09,62.87,6.09,36.45,chilli
34.11,50.0,101.83,17.78,70.45,6.15,85.67,sweet_potato
14.43,136.3,197.13,28.23,91.8,5.7,112.55,apple
53.12,35.68,95.54,15.89,74.11,6.01,41.38,carrot
42.95,38.39,79.61,25.32,63.06,6.65,47.0,radish
15.14,18.82,31.01,29.73,54.25,6.36,88.05,mango
47.15,39.84,41.13,21.24,60.45,6.79,24.63,mustard
53.06,60.76,46.32,29.33,100.0,6.89,134.44,papaya
51.84,25.57,38.77,15.75,56.5,7.24,38.25,coriander
140.0,67.62,70.82,34.35,82.83,6.42,143.75,sugarcane
96.3,35.14,57.22,12.04,73.58,7.35,46.69,spinach
58.28,51.2,43.16,15.76,71.94,5.63,247.76,cardamom
114.69,91.33,100.09,29.06,81.83,6.77,190.61,sugarcane
40.24,31.81,91.99,17.79,48.59,6.33,53.52,carrot
19.07,16.48,36.83,25.08,98.45,5.81,180.77,coconut
19.54,56.56,25.81,28.66,49.23,6.92,37.49,mothbeans
67.67,46.13,70.96,26.37,55.21,6.93,41.27,sunflower
42.3,31.6,40.56,21.69,56.68,6.88,28.16,cumin
128.15,74.67,68.28,21.67,81.56,6.49,134.75,sugarcane
41.19,49.52,36.64,28.04,62.94,6.8,120.83,guava
52.67,40.6,67.86,24.5,50.67,6.57,71.79,sunflower
16.88,45.87,19.41,28.19,80.11,7.04,47.58,mungbean
29.56,18.9,21.56,34.55,57.85,5.96,92.17,mango
55.14,36.31,28.76,33.91,74.78,6.11,49.8,sesame
48.42,28.9,55.59,17.77,68.56,6.94,83.91,garlic
69.65,19.22,27.03,25.42,92.68,5.36,256.32,rubber
26.79,27.26,34.15,19.21,80.39,4.88,93.37,grapes
119.15,18.77,26.72,25.94,73.45,6.82,159.29,coffee
128.55,38.11,78.66,16.29,63.89,7.05,38.57,spinach
126.45,26.86,50.95,21.2,77.59,6.45,70.02,cotton
100.31,26.05,41.13,26.21,91.16,6.57,32.81,muskmelon
14.16,134.97,183.9,28.42,89.49,5.83,145.74,apple
69.33,32.3,36.23,27.01,69.72,6.7,141.82,pepper
67.54,51.91,58.71,27.09,91.93,6.23,229.42,pepper
27.97,64.99,91.09,20.54,78.38,5.76,60.79,sweet_potato
63.72,56.77,30.17,27.27,50.14,6.27,70.95,castor
22.45,55.76,32.21,25.31,83.85,6.32,120.69,soybean
52.19,44.39,34.58,19.43,59.33,7.1,97.45,garlic
78.26,34.86,49.05,18.45,74.16,6.79,50.2,capsicum
108.84,27.74,46.14,25.94,96.72,6.56,39.22,muskmelon
76.82,58.45,61.53,26.31,76.17,5.48,167.8,ginger
41.27,49.78,45.77,14.6,53.37,7.19,50.59,garlic
106.51,59.21,67.45,14.18,80.16,6.88,78.46,cabbage
110.77,41.92,67.29,15.1,63.88,6.55,20.0,spinach
20.67,18.19,10.86,24.83,84.08,6.63,92.0,orange
49.53,24.49,49.31,20.86,50.62,7.18,64.24,coriander
21.43,15.98,59.62,26.83,83.26,5.91,90.21,pomegranate
36.02,43.51,36.11,15.53,46.63,6.52,42.47,mustard
75.61,39.53,73.12,19.69,87.88,6.55,70.59,cauliflower
23.13,139.85,186.21,26.86,87.58,5.7,118.98,apple
21.98,22.38,12.12,25.53,92.19,6.91,110.85,orange
53.85,11.47,40.29,25.95,68.79,5.8,113.6,cashew
56.5,41.42,44.06,28.02,54.37,6.09,52.82,castor
25.97,70.12,24.12,26.35,53.38,5.8,112.27,pigeonpeas
109.74,40.62,67.86,20.42,97.97,6.88,151.43,ginger
28.17,52.95,10.03,25.87,84.1,6.64,72.62,blackgram
105.44,6.42,54.79,23.11,85.61,6.4,55.69,watermelon
65.55,36.35,39.63,32.33,60.04,6.42,64.65,castor
85.78,66.96,61.23,24.02,67.67,5.57,85.02,maize
46.49,27.8,30.63,28.06,68.61,6.57,75.93,guava
59.98,85.88,15.82,32.93,69.61,6.83,62.56,blackgram
36.91,25.07,60.99,28.83,64.41,6.38,126.0,guava
20.23,87.5,15.42,23.35,59.68,5.71,176.02,pigeonpeas
12.22,18.97,41.29,16.87,91.01,5.41,74.87,pomegranate
103.55,68.04,80.7,27.44,65.43,5.33,69.06,tobacco
54.17,46.27,33.14,24.63,61.73,7.1,64.26,garlic
61.64,44.28,27.84,31.81,59.92,6.34,58.05,sesame
81.52,20.9,59.9,31.9,93.51,6.29,32.16,muskmelon
82.27,50.77,67.6,32.29,73.49,6.12,163.98,ginger
90.21,80.61,42.58,26.38,74.8,6.0,100.1,ginger
43.35,63.57,24.89,27.32,63.29,6.83,50.57,blackgram
22.54,59.84,112.8,28.52,89.85,5.94,63.27,sweet_potato
75.23,57.01,89.35,21.0,59.26,6.06,45.36,potato
38.56,30.74,33.13,22.11,73.72,6.51,93.75,lemon
127.22,38.71,77.77,20.82,68.76,6.25,36.51,cabbage
30.43,70.16,49.92,19.91,67.56,6.34,88.26,soybean
89.53,67.78,58.17,23.05,84.01,6.48,74.87,maize
81.42,49.36,56.99,25.85,66.45,6.1,76.7,capsicum
117.09,28.65,24.6,22.07,53.89,6.19,156.24,coffee
41.32,38.98,87.52,18.82,62.09,6.42,20.0,radish
52.76,48.85,29.73,27.78,83.49,6.32,86.33,guava
48.11,27.9,46.8,25.52,75.93,6.06,66.99,lemon
44.62,76.79,69.7,15.93,13.71,7.13,71.64,chickpea
43.68,31.52,36.23,13.76,41.74,6.68,42.98,coriander
92.22,13.9,62.79,26.7,83.64,6.24,47.39,watermelon
39.39,51.96,48.89,19.15,76.12,6.71,61.58,garlic
110.27,35.1,41.13,16.15,74.96,7.07,97.03,cotton
52.71,40.76,34.69,18.58,59.57,7.17,34.78,coriander
59.6,42.32,43.5,19.58,96.32,6.25,187.78,cardamom
46.18,46.25,36.68,18.25,58.37,6.54,79.69,onion
88.13,54.63,39.47,24.38,81.44,6.86,180.61,rice
44.86,64.94,82.11,25.76,66.11,6.62,94.79,tobacco
109.29,46.88,46.67,21.63,79.71,7.35,75.65,cotton
54.85,28.03,44.36,22.11,61.19,7.08,64.94,coriander
23.84,67.72,19.53,24.56,28.38,5.68,114.92,kidneybeans
40.07,71.63,81.6,20.08,24.79,7.12,87.19,chickpea
17.37,60.57,49.24,22.19,80.51,7.16,88.13,soybean
122.29,22.24,34.5,23.64,90.81,5.07,167.34,tea
13.95,80.42,38.82,24.38,69.56,6.64,98.66,soybean
22.0,23.94,31.56,22.39,78.77,5.14,102.71,pomegranate
42.88,67.29,14.91,30.72,54.31,7.58,49.86,blackgram
55.49,57.46,79.5,20.48,20.59,7.48,85.14,chickpea
17.82,26.77,35.27,18.22,93.91,6.71,110.26,pomegranate
17.11,29.03,34.51,26.87,47.34,5.63,125.86,mango
97.94,48.01,82.22,28.17,82.1,6.23,213.61,sugarcane
29.07,30.68,53.64,25.06,79.37,6.55,114.38,lemon
85.59,29.33,74.37,17.81,59.87,6.89,36.38,spinach
21.0,64.57,57.95,23.84,87.06,6.7,93.34,groundnut
23.05,71.81,25.64,20.76,76.19,6.74,43.02,lentil
28.13,13.5,25.35,27.73,91.77,5.54,161.76,coconut
33.16,72.0,121.91,14.24,97.52,5.85,41.74,strawberry
101.22,30.84,55.29,13.45,83.33,6.82,92.69,wheat
64.0,48.57,66.31,30.65,55.46,6.68,42.5,sunflower
115.41,22.94,45.53,26.3,88.29,6.15,27.97,muskmelon
107.04,53.04,57.28,26.6,82.55,6.63,92.36,tobacco
46.22,41.2,39.85,21.13,55.98,6.96,42.43,coriander
53.65,47.35,34.07,17.64,79.63,7.4,58.82,garlic
49.01,44.93,77.36,14.27,68.77,6.09,43.18,carrot
